name	rva	size	record
`Upscaling::DestroyUpscalingResources'::`1'::dtor$8	0xbc5c0	12	0x110f
`Upscaling::DestroyUpscalingResources'::`1'::dtor$80	0xbc5c0	12	0x110f
`Upscaling::DestroyUpscalingResources'::`1'::dtor$84	0xbc5c0	12	0x110f
`Upscaling::DestroyUpscalingResources'::`1'::dtor$88	0xbc5c0	12	0x110f
`Upscaling::DestroyUpscalingResources'::`1'::dtor$92	0xbc5c0	12	0x110f
`Upscaling::InstallHooks'::`1'::dtor$1	0xbc640	12	0x110f
`Upscaling::LoadSettings'::`1'::dtor$0	0xbc650	12	0x110f
`Upscaling::LoadSettings'::`1'::dtor$1	0xbc660	16	0x110f
`Upscaling::LoadSettings'::`1'::dtor$4	0xbc670	12	0x110f
`Upscaling::LoadSettings'::`1'::dtor$7	0xbc670	12	0x110f
`Upscaling::SaveSettings'::`1'::dtor$2	0xbc670	12	0x110f
`Upscaling::OverrideDepth'::`1'::dtor$0	0xbc6a0	12	0x110f
`Upscaling::OverrideDepth'::`1'::dtor$1	0xbc6b0	12	0x110f
`Upscaling::OverrideRenderTargets'::`1'::dtor$0	0xbc6c0	12	0x110f
`Upscaling::OverrideRenderTargets'::`1'::dtor$1	0xbc6d0	12	0x110f
`Upscaling::OverrideRenderTargets'::`1'::dtor$2	0xbc6e0	12	0x110f
`Upscaling::OverrideSamplerStates'::`1'::dtor$0	0xbc6f0	12	0x110f
`Upscaling::PatchSSRShader'::`1'::dtor$0	0xbc700	12	0x110f
`Upscaling::PostFrameGenerationAlpha'::`1'::dtor$0	0xbc710	12	0x110f
`Upscaling::PostFrameGenerationAlpha'::`1'::dtor$1	0xbc720	12	0x110f
`Upscaling::PreFrameGenerationAlpha'::`1'::dtor$0	0xbc730	12	0x110f
`Upscaling::PreFrameGenerationAlpha'::`1'::dtor$1	0xbc740	12	0x110f
`Upscaling::ResetDepth'::`1'::dtor$0	0xbc770	12	0x110f
`Upscaling::ResetRenderTargets'::`1'::dtor$0	0xbc780	12	0x110f
`Upscaling::ResetRenderTargets'::`1'::dtor$1	0xbc790	12	0x110f
`Upscaling::ResetRenderTargets'::`1'::dtor$2	0xbc7a0	12	0x110f
`Upscaling::ResetSamplerStates'::`1'::dtor$0	0xbc7b0	12	0x110f
`Upscaling::RetireD3D11Texture'::`1'::dtor$2	0xbc7c0	12	0x110f
`Upscaling::RetireD3D12Resource'::`1'::dtor$2	0xbc7c0	12	0x110f
`Upscaling::RetireSharedD3D12Texture'::`1'::dtor$2	0xbc7c0	12	0x110f
`Upscaling::SaveSettings'::`1'::dtor$0	0xbc840	12	0x110f
`Upscaling::SaveSettings'::`1'::dtor$1	0xbc850	12	0x110f
`Upscaling::SaveSettings'::`1'::dtor$3	0xbc860	12	0x110f
`Upscaling::SaveSettings'::`1'::dtor$7	0xbc870	38	0x110f
`Upscaling::SaveSettings'::`1'::dtor$26	0xbc8a0	16	0x110f
`Upscaling::SaveSettings'::`1'::dtor$29	0xbc8b0	12	0x110f
`Upscaling::UpdateAndBindUpscalingCB'::`1'::dtor$0	0xbc8c0	12	0x110f
`Upscaling::UpdateAndBindUpscalingCB'::`1'::dtor$1	0xbc8d0	12	0x110f
`Upscaling::UpdateAndBindUpscalingCB'::`1'::dtor$3	0xbc8e0	29	0x110f
`Upscaling::UpdateAndBindUpscalingCB'::`1'::dtor$5	0xbc900	12	0x110f
`Upscaling::UpdateGameSettings'::`1'::dtor$0	0xbc910	12	0x110f
`Upscaling::UpdateGameSettings'::`1'::dtor$1	0xbc920	12	0x110f
`Upscaling::UpdateGameSettings'::`1'::dtor$2	0xbc930	12	0x110f
`Upscaling::UpdateRenderTarget'::`1'::dtor$0	0xbc940	12	0x110f
`Upscaling::UpdateRenderTargets'::`1'::dtor$2	0xbc950	12	0x110f
`Upscaling::UpdateSamplerStates'::`1'::dtor$0	0xbc960	12	0x110f
`Upscaling::UpdateSamplerStates'::`1'::dtor$1	0xbc970	12	0x110f
`Upscaling::UpdateUpscaling'::`1'::dtor$0	0xbc980	12	0x110f
`Upscaling::UpdateUpscaling'::`1'::dtor$1	0xbc990	12	0x110f
`Upscaling::Upscale'::`1'::dtor$0	0xbc9a0	12	0x110f
`Upscaling::Upscale'::`1'::dtor$1	0xbc9b0	12	0x110f
`Upscaling::Upscale'::`1'::dtor$5	0xbc9c0	12	0x110f
`Upscaling::Upscale'::`1'::dtor$20	0xbc9d0	12	0x110f
`Upscaling::Upscale'::`1'::catch$23	0xbc9e0	136	0x110f
`Upscaling::Upscale'::`1'::catch$24	0xbca70	109	0x110f
`Upscaling::Upscale'::`1'::catch$25	0xbcae0	209	0x110f
`DX12SwapChain::GetSingleton'::`2'::`dynamic atexit destructor for 'singleton''	0xbeb30	12	0x1110
`Streamline::GetSingleton'::`2'::`dynamic atexit destructor for 'singleton''	0xbeb40	75	0x1110
`D3D12UIComposite::GetSingleton'::`2'::`dynamic atexit destructor for 'singleton''	0xbec00	123	0x1110
`FidelityFX::GetSingleton'::`2'::`dynamic atexit destructor for 'singleton''	0xbec80	32	0x1110
`OSD::GetSingleton'::`2'::`dynamic atexit destructor for 'singleton''	0xbeca0	225	0x1110
`Upscaling::GetSingleton'::`2'::`dynamic atexit destructor for 'singleton''	0xbed90	12	0x1110
`Upscaling::GetUpscalingCB'::`2'::`dynamic atexit destructor for 'upscalingCB''	0xbf860	56	0x110f
